Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
This traps Harry in the direction of the chamber and Ronald in the direction of the castle .,"['direction', 'chamber', 'Ronald', 'direction', 'castle']","['direction:traps', 'chamber:direction', 'Ronald:direction', 'direction:traps', 'castle:direction']",['Harry'],['Harry:traps'],0.0,"[(('traps', 'VBD'), 'nsubj', ('This', 'DT')), (('traps', 'VBD'), 'dobj', ('Harry', 'NNP')), (('traps', 'VBD'), 'nmod', ('direction', 'NN')), (('direction', 'NN'), 'case', ('in', 'IN')), (('direction', 'NN'), 'det', ('the', 'DT')), (('direction', 'NN'), 'nmod', ('chamber', 'NN')), (('chamber', 'NN'), 'case', ('of', 'IN')), (('chamber', 'NN'), 'det', ('the', 'DT')), (('chamber', 'NN'), 'cc', ('and', 'CC')), (('chamber', 'NN'), 'conj', ('Ronald', 'NNP')), (('traps', 'VBD'), 'nmod', ('direction', 'NN')), (('direction', 'NN'), 'case', ('in', 'IN')), (('direction', 'NN'), 'det', ('the', 'DT')), (('direction', 'NN'), 'nmod', ('castle', 'NN')), (('castle', 'NN'), 'case', ('of', 'IN')), (('castle', 'NN'), 'det', ('the', 'DT'))]"
Ronald has no choice but to stay behind and clear a path through the rocks while Harry continues in search of Ginevra .,"['Ronald', 'rocks', 'Harry', 'search', 'Ginevra']","['Ronald:has', 'rocks:clear', 'Harry:continues', 'search:continues', 'Ginevra:search']","['choice', 'path']","['choice:has', 'path:clear']",0.4215,"[(('has', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('has', 'VBZ'), 'dobj', ('choice', 'NN')), (('choice', 'NN'), 'neg', ('no', 'DT')), (('choice', 'NN'), 'cc', ('but', 'CC')), (('choice', 'NN'), 'acl', ('stay', 'VB')), (('stay', 'VB'), 'mark', ('to', 'TO')), (('stay', 'VB'), 'compound:prt', ('behind', 'RP')), (('stay', 'VB'), 'cc', ('and', 'CC')), (('stay', 'VB'), 'conj', ('clear', 'VB')), (('clear', 'VB'), 'dobj', ('path', 'NN')), (('path', 'NN'), 'det', ('a', 'DT')), (('clear', 'VB'), 'nmod', ('rocks', 'NNS')), (('rocks', 'NNS'), 'case', ('through', 'IN')), (('rocks', 'NNS'), 'det', ('the', 'DT')), (('clear', 'VB'), 'advcl', ('continues', 'VBZ')), (('continues', 'VBZ'), 'mark', ('while', 'IN')), (('continues', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('continues', 'VBZ'), 'nmod', ('search', 'NN')), (('search', 'NN'), 'case', ('in', 'IN')), (('search', 'NN'), 'nmod', ('Ginevra', 'NNP')), (('Ginevra', 'NNP'), 'case', ('of', 'IN'))]"
"Harry then encounters a wall with stone snakes on it , opens it by speaking Parseltongue and enters the Chamber itself .","['Harry', 'snakes', 'it', 'Chamber']","['Harry:encounters', 'snakes:encounters', 'it:snakes', 'Chamber:itself']","['wall', 'it', 'Parseltongue']","['wall:encounters', 'it:opens', 'Parseltongue:speaking']",0.0,"[(('encounters', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('encounters', 'VBZ'), 'advmod', ('then', 'RB')), (('encounters', 'VBZ'), 'dobj', ('wall', 'NN')), (('wall', 'NN'), 'det', ('a', 'DT')), (('encounters', 'VBZ'), 'nmod', ('snakes', 'NNS')), (('snakes', 'NNS'), 'case', ('with', 'IN')), (('snakes', 'NNS'), 'compound', ('stone', 'NN')), (('snakes', 'NNS'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('on', 'IN')), (('encounters', 'VBZ'), 'conj', ('opens', 'VBZ')), (('opens', 'VBZ'), 'dobj', ('it', 'PRP')), (('opens', 'VBZ'), 'advcl', ('speaking', 'VBG')), (('speaking', 'VBG'), 'mark', ('by', 'IN')), (('speaking', 'VBG'), 'dobj', ('Parseltongue', 'NNP')), (('encounters', 'VBZ'), 'cc', ('and', 'CC')), (('encounters', 'VBZ'), 'conj', ('enters', 'VBZ')), (('enters', 'VBZ'), 'xcomp', ('itself', 'PRP')), (('itself', 'PRP'), 'nsubj', ('Chamber', 'NNP')), (('Chamber', 'NNP'), 'det', ('the', 'DT'))]"
The diary ends up with Ginevra .,"['diary', 'Ginevra']","['diary:ends', 'Ginevra:ends']",[],[],0.0,"[(('ends', 'VBZ'), 'nsubj', ('diary', 'NN')), (('diary', 'NN'), 'det', ('The', 'DT')), (('ends', 'VBZ'), 'compound:prt', ('up', 'RP')), (('ends', 'VBZ'), 'nmod', ('Ginevra', 'NNP')), (('Ginevra', 'NNP'), 'case', ('with', 'IN'))]"
"Riddle had written back sympathetically and Ginevra grew to confess her fears , hopes and feelings to him .","['Riddle', 'Ginevra', 'him']","['Riddle:written', 'Ginevra:grew', 'him:fears']","['fears', 'hopes', 'feelings']","['fears:confess', 'hopes:confess', 'feelings:confess']",0.0,"[(('written', 'VBN'), 'nsubj', ('Riddle', 'NNP')), (('written', 'VBN'), 'aux', ('had', 'VBD')), (('written', 'VBN'), 'compound:prt', ('back', 'RP')), (('written', 'VBN'), 'advmod', ('sympathetically', 'RB')), (('written', 'VBN'), 'cc', ('and', 'CC')), (('written', 'VBN'), 'conj', ('grew', 'VBD')), (('grew', 'VBD'), 'nsubj', ('Ginevra', 'NNP')), (('grew', 'VBD'), 'xcomp', ('confess', 'VB')), (('confess', 'VB'), 'mark', ('to', 'TO')), (('confess', 'VB'), 'dobj', ('fears', 'NNS')), (('fears', 'NNS'), 'nmod:poss', ('her', 'PRP$')), (('fears', 'NNS'), 'conj', ('hopes', 'NNS')), (('fears', 'NNS'), 'cc', ('and', 'CC')), (('fears', 'NNS'), 'conj', ('feelings', 'NNS')), (('fears', 'NNS'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('to', 'TO'))]"
"She essentially poured some of her soul into him , which was exactly what he wanted .","['She', 'soul', 'him', 'he']","['She:poured', 'soul:some', 'him:poured', 'he:wanted']",[],[],0.0,"[(('poured', 'VBD'), 'nsubj', ('She', 'PRP')), (('poured', 'VBD'), 'advmod', ('essentially', 'RB')), (('poured', 'VBD'), 'dobj', ('some', 'DT')), (('some', 'DT'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('of', 'IN')), (('soul', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('poured', 'VBD'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('into', 'IN')), (('him', 'PRP'), 'acl:relcl', ('was', 'VBD')), (('was', 'VBD'), 'nsubj', ('which', 'WDT')), (('was', 'VBD'), 'ccomp', ('wanted', 'VBD')), (('wanted', 'VBD'), 'dep', ('what', 'WP')), (('what', 'WP'), 'advmod', ('exactly', 'RB')), (('wanted', 'VBD'), 'nsubj', ('he', 'PRP'))]"
"He gradually grew more powerful and eventually managed to pour some of his soul back into her , possessing her and using her body to open the Chamber of Secrets , releasing the Basilisk that launched the new series of attacks and to write the threatening messages on the walls .","['He', 'soul', 'her', 'Secrets', 'attacks', 'walls']","['He:grew', 'soul:some', 'her:back', 'Secrets:Chamber', 'attacks:series', 'walls:write']","['her', 'body', 'Chamber', 'Basilisk', 'series', 'messages']","['her:possessing', 'body:using', 'Chamber:open', 'Basilisk:releasing', 'series:launched', 'messages:write']",-0.4033,"[(('grew', 'VBD'), 'nsubj', ('He', 'PRP')), (('grew', 'VBD'), 'advmod', ('gradually', 'RB')), (('grew', 'VBD'), 'xcomp', ('powerful', 'JJ')), (('powerful', 'JJ'), 'advmod', ('more', 'RBR')), (('grew', 'VBD'), 'cc', ('and', 'CC')), (('grew', 'VBD'), 'conj', ('managed', 'VBD')), (('managed', 'VBD'), 'advmod', ('eventually', 'RB')), (('managed', 'VBD'), 'xcomp', ('pour', 'VB')), (('pour', 'VB'), 'mark', ('to', 'TO')), (('pour', 'VB'), 'dobj', ('some', 'DT')), (('some', 'DT'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('of', 'IN')), (('soul', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('managed', 'VBD'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod', ('her', 'PRP')), (('her', 'PRP'), 'case', ('into', 'IN')), (('managed', 'VBD'), 'ccomp', ('possessing', 'VBG')), (('possessing', 'VBG'), 'dobj', ('her', 'PRP')), (('possessing', 'VBG'), 'cc', ('and', 'CC')), (('possessing', 'VBG'), 'conj', ('using', 'VBG')), (('using', 'VBG'), 'dobj', ('body', 'NN')), (('body', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('body', 'NN'), 'dep', ('open', 'VB')), (('open', 'VB'), 'mark', ('to', 'TO')), (('open', 'VB'), 'dobj', ('Chamber', 'NNP')), (('Chamber', 'NNP'), 'det', ('the', 'DT')), (('Chamber', 'NNP'), 'nmod', ('Secrets', 'NNS')), (('Secrets', 'NNS'), 'case', ('of', 'IN')), (('open', 'VB'), 'advcl', ('releasing', 'VBG')), (('releasing', 'VBG'), 'dobj', ('Basilisk', 'NN')), (('Basilisk', 'NN'), 'det', ('the', 'DT')), (('Basilisk', 'NN'), 'acl:relcl', ('launched', 'VBD')), (('launched', 'VBD'), 'nsubj', ('that', 'WDT')), (('launched', 'VBD'), 'dobj', ('series', 'NN')), (('series', 'NN'), 'det', ('the', 'DT')), (('series', 'NN'), 'amod', ('new', 'JJ')), (('series', 'NN'), 'nmod', ('attacks', 'NNS')), (('attacks', 'NNS'), 'case', ('of', 'IN')), (('open', 'VB'), 'cc', ('and', 'CC')), (('open', 'VB'), 'conj', ('write', 'VB')), (('write', 'VB'), 'mark', ('to', 'TO')), (('write', 'VB'), 'dobj', ('messages', 'NNS')), (('messages', 'NNS'), 'det', ('the', 'DT')), (('messages', 'NNS'), 'amod', ('threatening', 'JJ')), (('write', 'VB'), 'nmod', ('walls', 'NNS')), (('walls', 'NNS'), 'case', ('on', 'IN')), (('walls', 'NNS'), 'det', ('the', 'DT'))]"
"However , Ginevra became suspicious of the diary and tried to dispose of it by flushing it down the toilet in Myrtle 's bathroom .","['Ginevra', 'diary', 'it', 'bathroom']","['Ginevra:became', 'diary:became', 'it:dispose', 'bathroom:down']",['it'],['it:flushing'],-0.3612,"[(('became', 'VBD'), 'advmod', ('However', 'RB')), (('became', 'VBD'), 'nsubj', ('Ginevra', 'NNP')), (('became', 'VBD'), 'xcomp', ('suspicious', 'JJ')), (('became', 'VBD'), 'nmod', ('diary', 'NN')), (('diary', 'NN'), 'case', ('of', 'IN')), (('diary', 'NN'), 'det', ('the', 'DT')), (('became', 'VBD'), 'cc', ('and', 'CC')), (('became', 'VBD'), 'conj', ('tried', 'VBD')), (('tried', 'VBD'), 'xcomp', ('dispose', 'VB')), (('dispose', 'VB'), 'mark', ('to', 'TO')), (('dispose', 'VB'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('of', 'IN')), (('dispose', 'VB'), 'advcl', ('flushing', 'VBG')), (('flushing', 'VBG'), 'mark', ('by', 'IN')), (('flushing', 'VBG'), 'dobj', ('it', 'PRP')), (('flushing', 'VBG'), 'advmod', ('down', 'RB')), (('down', 'RB'), 'nmod:npmod', ('toilet', 'NN')), (('toilet', 'NN'), 'det', ('the', 'DT')), (('down', 'RB'), 'nmod', ('bathroom', 'NN')), (('bathroom', 'NN'), 'case', ('in', 'IN')), (('bathroom', 'NN'), 'nmod:poss', ('Myrtle', 'NNP')), (('Myrtle', 'NNP'), 'case', (""'s"", 'POS'))]"
This is when Harry found it .,['Harry'],['Harry:found'],['it'],['it:found'],0.0,"[(('is', 'VBZ'), 'nsubj', ('This', 'DT')), (('is', 'VBZ'), 'advcl', ('found', 'VBD')), (('found', 'VBD'), 'advmod', ('when', 'WRB')), (('found', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('found', 'VBD'), 'dobj', ('it', 'PRP'))]"
"When Ginevra saw Harry with the diary on Valentine 's Day , she panicked and worried that Riddle had told Harry about her role in the attacks , so she stole it back from his dormitory .","['Ginevra', 'diary', 'Day', 'she', 'Riddle', 'role', 'attacks', 'she', 'dormitory']","['Ginevra:saw', 'diary:saw', 'Day:saw', 'she:panicked', 'Riddle:told', 'role:Harry', 'attacks:told', 'she:stole', 'dormitory:stole']","['Harry', 'Harry', 'it']","['Harry:saw', 'Harry:told', 'it:stole']",-0.7964,"[(('panicked', 'VBD'), 'advcl', ('saw', 'VBD')), (('saw', 'VBD'), 'advmod', ('When', 'WRB')), (('saw', 'VBD'), 'nsubj', ('Ginevra', 'NNP')), (('saw', 'VBD'), 'dobj', ('Harry', 'NNP')), (('saw', 'VBD'), 'nmod', ('diary', 'NN')), (('diary', 'NN'), 'case', ('with', 'IN')), (('diary', 'NN'), 'det', ('the', 'DT')), (('saw', 'VBD'), 'nmod', ('Day', 'NN')), (('Day', 'NN'), 'case', ('on', 'IN')), (('Day', 'NN'), 'nmod:poss', ('Valentine', 'NNP')), (('Valentine', 'NNP'), 'case', (""'s"", 'POS')), (('panicked', 'VBD'), 'nsubj', ('she', 'PRP')), (('panicked', 'VBD'), 'cc', ('and', 'CC')), (('panicked', 'VBD'), 'conj', ('worried', 'VBD')), (('worried', 'VBD'), 'ccomp', ('told', 'VBN')), (('told', 'VBN'), 'mark', ('that', 'IN')), (('told', 'VBN'), 'nsubj', ('Riddle', 'NNP')), (('told', 'VBN'), 'aux', ('had', 'VBD')), (('told', 'VBN'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('role', 'NN')), (('role', 'NN'), 'case', ('about', 'IN')), (('role', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('told', 'VBN'), 'nmod', ('attacks', 'NNS')), (('attacks', 'NNS'), 'case', ('in', 'IN')), (('attacks', 'NNS'), 'det', ('the', 'DT')), (('panicked', 'VBD'), 'dep', ('so', 'IN')), (('panicked', 'VBD'), 'parataxis', ('stole', 'VBD')), (('stole', 'VBD'), 'nsubj', ('she', 'PRP')), (('stole', 'VBD'), 'dobj', ('it', 'PRP')), (('stole', 'VBD'), 'advmod', ('back', 'RB')), (('stole', 'VBD'), 'nmod', ('dormitory', 'NN')), (('dormitory', 'NN'), 'case', ('from', 'IN')), (('dormitory', 'NN'), 'nmod:poss', ('his', 'PRP$'))]"
"It began taking control of her again , but this time with the intention of killing Harry , so he had Ginevra write her own farewell on the wall and come down to wait , luring Harry to the rescue and , consequently , Harry 's doom .","['It', 'Harry', 'intention', 'killing', 'he', 'Ginevra', 'wall', 'rescue']","['It:began', 'Harry:control', 'intention:time', 'killing:intention', 'he:had', 'Ginevra:write', 'wall:write', 'rescue:consequently']","['control', 'farewell', 'Harry', 'doom']","['control:taking', 'farewell:write', 'Harry:luring', 'doom:write']",-0.7351,"[(('began', 'VBD'), 'nsubj', ('It', 'PRP')), (('began', 'VBD'), 'xcomp', ('taking', 'VBG')), (('taking', 'VBG'), 'dobj', ('control', 'NN')), (('control', 'NN'), 'nmod', ('Harry', 'NNS')), (('Harry', 'NNS'), 'case', ('of', 'IN')), (('Harry', 'NNS'), 'nmod:poss', ('her', 'PRP$')), (('Harry', 'NNS'), 'advmod', ('again', 'RB')), (('again', 'RB'), 'cc', ('but', 'CC')), (('again', 'RB'), 'conj', ('time', 'NN')), (('time', 'NN'), 'det', ('this', 'DT')), (('time', 'NN'), 'nmod', ('intention', 'NN')), (('intention', 'NN'), 'case', ('with', 'IN')), (('intention', 'NN'), 'det', ('the', 'DT')), (('intention', 'NN'), 'nmod', ('killing', 'NN')), (('killing', 'NN'), 'case', ('of', 'IN')), (('began', 'VBD'), 'dep', ('so', 'IN')), (('began', 'VBD'), 'parataxis', ('had', 'VBD')), (('had', 'VBD'), 'nsubj', ('he', 'PRP')), (('had', 'VBD'), 'ccomp', ('write', 'VB')), (('write', 'VB'), 'nsubj', ('Ginevra', 'NNP')), (('write', 'VB'), 'dobj', ('farewell', 'NN')), (('farewell', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('farewell', 'NN'), 'amod', ('own', 'JJ')), (('write', 'VB'), 'nmod', ('wall', 'NN')), (('wall', 'NN'), 'case', ('on', 'IN')), (('wall', 'NN'), 'det', ('the', 'DT')), (('write', 'VB'), 'cc', ('and', 'CC')), (('write', 'VB'), 'conj', ('come', 'VB')), (('come', 'VB'), 'compound:prt', ('down', 'RP')), (('come', 'VB'), 'xcomp', ('wait', 'VB')), (('wait', 'VB'), 'mark', ('to', 'TO')), (('come', 'VB'), 'xcomp', ('luring', 'VBG')), (('luring', 'VBG'), 'dobj', ('Harry', 'NNP')), (('luring', 'VBG'), 'nmod', ('consequently', 'RB')), (('consequently', 'RB'), 'nmod', ('rescue', 'NN')), (('rescue', 'NN'), 'case', ('to', 'TO')), (('rescue', 'NN'), 'det', ('the', 'DT')), (('consequently', 'RB'), 'cc', ('and', 'CC')), (('write', 'VB'), 'dobj', ('doom', 'NN')), (('doom', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
Riddle is angered that Harry managed to defeat the Dark Wizard Tom as a mere baby .,"['Harry', 'baby']","['Harry:managed', 'baby:defeat']","['Riddle', 'Tom']","['Riddle:angered', 'Tom:defeat']",-0.743,"[(('angered', 'VBN'), 'nsubjpass', ('Riddle', 'NNP')), (('angered', 'VBN'), 'auxpass', ('is', 'VBZ')), (('angered', 'VBN'), 'ccomp', ('managed', 'VBD')), (('managed', 'VBD'), 'mark', ('that', 'IN')), (('managed', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('managed', 'VBD'), 'xcomp', ('defeat', 'VB')), (('defeat', 'VB'), 'mark', ('to', 'TO')), (('defeat', 'VB'), 'dobj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'det', ('the', 'DT')), (('Tom', 'NNP'), 'amod', ('Dark', 'JJ')), (('Tom', 'NNP'), 'compound', ('Wizard', 'NNP')), (('defeat', 'VB'), 'nmod', ('baby', 'NN')), (('baby', 'NN'), 'case', ('as', 'IN')), (('baby', 'NN'), 'det', ('a', 'DT')), (('baby', 'NN'), 'amod', ('mere', 'JJ'))]"
"When Harry asks Riddle why Harry cares about it , Riddle reveals that `` Tom is his past , present and future . ''","['Harry', 'Harry', 'it', 'Riddle', 'Tom']","['Harry:asks', 'Harry:cares', 'it:cares', 'Riddle:reveals', 'Tom:past']",['Riddle'],['Riddle:asks'],0.4588,"[(('reveals', 'VBZ'), 'advcl', ('asks', 'VBZ')), (('asks', 'VBZ'), 'advmod', ('When', 'WRB')), (('asks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('asks', 'VBZ'), 'dobj', ('Riddle', 'NNP')), (('Riddle', 'NNP'), 'acl:relcl', ('cares', 'VBZ')), (('cares', 'VBZ'), 'advmod', ('why', 'WRB')), (('cares', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('cares', 'VBZ'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('about', 'IN')), (('reveals', 'VBZ'), 'nsubj', ('Riddle', 'NNP')), (('reveals', 'VBZ'), 'ccomp', ('past', 'JJ')), (('past', 'JJ'), 'mark', ('that', 'IN')), (('past', 'JJ'), 'nsubj', ('Tom', 'NNP')), (('past', 'JJ'), 'cop', ('is', 'VBZ')), (('past', 'JJ'), 'nmod:poss', ('his', 'PRP$')), (('past', 'JJ'), 'conj', ('present', 'NN')), (('past', 'JJ'), 'cc', ('and', 'CC')), (('past', 'JJ'), 'conj', ('future', 'NN'))]"
"He then writes the air with Harry 's wand his full name , '' Tom '' , then waves Wand and the letters rearrange themselves into , '' I AM Tom . ''","['He', 'wand', 'letters', 'I']","['He:writes', 'wand:air', 'letters:rearrange', 'I:Tom']","['air', 'themselves']","['air:writes', 'themselves:rearrange']",0.0,"[(('Tom', 'NNP'), 'ccomp', ('writes', 'VBZ')), (('writes', 'VBZ'), 'nsubj', ('He', 'PRP')), (('writes', 'VBZ'), 'advmod', ('then', 'RB')), (('writes', 'VBZ'), 'dobj', ('air', 'NN')), (('air', 'NN'), 'det', ('the', 'DT')), (('air', 'NN'), 'nmod', ('wand', 'NN')), (('wand', 'NN'), 'case', ('with', 'IN')), (('wand', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('wand', 'NN'), 'dep', ('name', 'NN')), (('name', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('name', 'NN'), 'amod', ('full', 'JJ')), (('name', 'NN'), 'dep', ('Tom', 'NNP')), (('writes', 'VBZ'), 'conj', ('Wand', 'NNP')), (('Wand', 'NNP'), 'advmod', ('then', 'RB')), (('Wand', 'NNP'), 'dep', ('waves', 'NNS')), (('writes', 'VBZ'), 'cc', ('and', 'CC')), (('writes', 'VBZ'), 'conj', ('rearrange', 'VB')), (('rearrange', 'VB'), 'nsubj', ('letters', 'NNS')), (('letters', 'NNS'), 'det', ('the', 'DT')), (('rearrange', 'VB'), 'dobj', ('themselves', 'PRP')), (('rearrange', 'VB'), 'nmod', ('into', 'IN')), (('Tom', 'NNP'), 'nsubj', ('I', 'PRP')), (('Tom', 'NNP'), 'cop', ('AM', 'VBZ'))]"
Harry then realises that Tom was only a pseudonym and that Harry 's real/birth name was Tom .,"['Harry', 'Tom', 'name']","['Harry:realises', 'Tom:pseudonym', 'name:Tom']",[],[],0.0,"[(('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'advmod', ('then', 'RB')), (('realises', 'VBZ'), 'ccomp', ('pseudonym', 'NN')), (('pseudonym', 'NN'), 'mark', ('that', 'IN')), (('pseudonym', 'NN'), 'nsubj', ('Tom', 'NNP')), (('pseudonym', 'NN'), 'cop', ('was', 'VBD')), (('pseudonym', 'NN'), 'advmod', ('only', 'RB')), (('pseudonym', 'NN'), 'det', ('a', 'DT')), (('pseudonym', 'NN'), 'cc', ('and', 'CC')), (('pseudonym', 'NN'), 'conj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'mark', ('that', 'IN')), (('Tom', 'NNP'), 'nsubj', ('name', 'NN')), (('name', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('name', 'NN'), 'amod', ('real/birth', 'JJ')), (('Tom', 'NNP'), 'cop', ('was', 'VBD'))]"
"Riddle explains that Harry could n't bare to use the name of Tom who abandoned Harry before Harry 's wizard son could be born , right when Harry found out that Merope was a witch descended from Salazar .","['Riddle', 'Harry', 'Tom', 'Harry', 'Merope', 'Salazar']","['Riddle:explains', 'Harry:bare', 'Tom:name', 'Harry:found', 'Merope:witch', 'Salazar:descended']","['name', 'Harry', 'son']","['name:use', 'Harry:abandoned', 'son:born']",-0.6705,"[(('explains', 'VBZ'), 'nsubj', ('Riddle', 'NNP')), (('explains', 'VBZ'), 'ccomp', ('bare', 'VB')), (('bare', 'VB'), 'mark', ('that', 'IN')), (('bare', 'VB'), 'nsubj', ('Harry', 'NNP')), (('bare', 'VB'), 'aux', ('could', 'MD')), (('bare', 'VB'), 'neg', (""n't"", 'RB')), (('bare', 'VB'), 'xcomp', ('use', 'VB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('use', 'VB'), 'dobj', ('name', 'NN')), (('name', 'NN'), 'det', ('the', 'DT')), (('name', 'NN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('of', 'IN')), (('name', 'NN'), 'acl:relcl', ('abandoned', 'VBD')), (('abandoned', 'VBD'), 'nsubj', ('who', 'WP')), (('abandoned', 'VBD'), 'dobj', ('Harry', 'NNP')), (('abandoned', 'VBD'), 'advcl', ('born', 'VBN')), (('born', 'VBN'), 'mark', ('before', 'IN')), (('born', 'VBN'), 'nsubjpass', ('son', 'NN')), (('son', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('son', 'NN'), 'amod', ('wizard', 'JJ')), (('born', 'VBN'), 'aux', ('could', 'MD')), (('born', 'VBN'), 'auxpass', ('be', 'VB')), (('born', 'VBN'), 'advmod', ('right', 'RB')), (('bare', 'VB'), 'advcl', ('found', 'VBD')), (('found', 'VBD'), 'advmod', ('when', 'WRB')), (('found', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('found', 'VBD'), 'compound:prt', ('out', 'RP')), (('found', 'VBD'), 'ccomp', ('witch', 'NN')), (('witch', 'NN'), 'mark', ('that', 'IN')), (('witch', 'NN'), 'nsubj', ('Merope', 'NNP')), (('witch', 'NN'), 'cop', ('was', 'VBD')), (('witch', 'NN'), 'det', ('a', 'DT')), (('witch', 'NN'), 'acl:relcl', ('descended', 'VBD')), (('descended', 'VBD'), 'nmod', ('Salazar', 'NNP')), (('Salazar', 'NNP'), 'case', ('from', 'IN'))]"
"So Harry scrambled that name to create a new one , which Harry knew people would fear when Harry became the `` greatest sorcerer in the world '' .","['Harry', 'Harry', 'people', 'Harry', 'world']","['Harry:scrambled', 'Harry:knew', 'people:fear', 'Harry:became', 'world:sorcerer']","['name', 'one']","['name:scrambled', 'one:create']",0.4767,"[(('scrambled', 'VBD'), 'dep', ('So', 'IN')), (('scrambled', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('scrambled', 'VBD'), 'dobj', ('name', 'NN')), (('name', 'NN'), 'det', ('that', 'DT')), (('name', 'NN'), 'acl', ('create', 'VB')), (('create', 'VB'), 'mark', ('to', 'TO')), (('create', 'VB'), 'dobj', ('one', 'NN')), (('one', 'NN'), 'det', ('a', 'DT')), (('one', 'NN'), 'amod', ('new', 'JJ')), (('one', 'NN'), 'acl:relcl', ('knew', 'VBD')), (('knew', 'VBD'), 'dobj', ('which', 'WDT')), (('knew', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('knew', 'VBD'), 'ccomp', ('fear', 'VB')), (('fear', 'VB'), 'nsubj', ('people', 'NNS')), (('fear', 'VB'), 'aux', ('would', 'MD')), (('fear', 'VB'), 'advcl', ('became', 'VBD')), (('became', 'VBD'), 'advmod', ('when', 'WRB')), (('became', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('became', 'VBD'), 'xcomp', ('sorcerer', 'NN')), (('sorcerer', 'NN'), 'det', ('the', 'DT')), (('sorcerer', 'NN'), 'amod', ('greatest', 'JJ')), (('sorcerer', 'NN'), 'nmod', ('world', 'NN')), (('world', 'NN'), 'case', ('in', 'IN')), (('world', 'NN'), 'det', ('the', 'DT'))]"
"Harry retorts that Harry must be mistaken , because the greatest sorcerer in the world , as everybody knows , is Albus .","['Harry', 'sorcerer', 'world', 'everybody']","['Harry:retorts', 'sorcerer:Albus', 'world:sorcerer', 'everybody:knows']",['Harry'],['Harry:mistaken'],0.4019,"[(('retorts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('retorts', 'VBZ'), 'ccomp', ('mistaken', 'VBN')), (('mistaken', 'VBN'), 'mark', ('that', 'IN')), (('mistaken', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('mistaken', 'VBN'), 'aux', ('must', 'MD')), (('mistaken', 'VBN'), 'auxpass', ('be', 'VB')), (('mistaken', 'VBN'), 'advcl', ('Albus', 'NNS')), (('Albus', 'NNS'), 'mark', ('because', 'IN')), (('Albus', 'NNS'), 'nsubj', ('sorcerer', 'NN')), (('sorcerer', 'NN'), 'det', ('the', 'DT')), (('sorcerer', 'NN'), 'amod', ('greatest', 'JJS')), (('sorcerer', 'NN'), 'nmod', ('world', 'NN')), (('world', 'NN'), 'case', ('in', 'IN')), (('world', 'NN'), 'det', ('the', 'DT')), (('sorcerer', 'NN'), 'acl:relcl', ('knows', 'VBZ')), (('knows', 'VBZ'), 'mark', ('as', 'IN')), (('knows', 'VBZ'), 'nsubj', ('everybody', 'NN')), (('Albus', 'NNS'), 'cop', ('is', 'VBZ'))]"
