"paragraph","nrc_sentiment","no_of_interactions","sentence_id","joy","anticipation","surprise","trust","anger","sadness","disgust","fear","Valence","Arousal","Dominance"
" Suddenly , Rubeus sees red sparks in the air , signalling the other party is in trouble . Rubeus runs for them and returns , scolding Draco for startling Neville into sending up the sparks . Rubeus switches Harry and Neville , sending Harry off with Draco instead .",-0.5,3," 379 380 381",0,0,0.4,0,0.4,0.2,0,0,0.6575,-0.58188,0.41969
" Harry and Neville eventually find the dead unicorn , and see something drinking its blood . Draco screams and runs with Fang , leaving Harry , who is saved from the figure by a centaur , named Firenze , who tells Harry that unicorn blood can keep you alive , even if you are an inch from death , but curses you with a half-life in the process .",-0.925,2," 382 383",0.0714285714,0.1428571429,0.0714285714,0.0714285714,0.2142857143,0.2142857143,0.0714285714,0.1428571429,0.22596,-0.57154,0.16942
" Firenze then reveals that the person who was drinking it was doing so to remain alive until they were able to drink the Elixir of Life and wants Philosopher .",0.65,1," 384",0.25,0.25,0,0.5,0,0,0,0,1.19267,-0.77167,0.93267
" Firenze also asks Harry if Harry would not know anyone who has been waiting for years to regain power and Harry realises that the mysterious figure was a weakened but still alive Tom .",-0.9,1," 385",0.125,0.25,0.125,0.125,0.125,0.125,0,0.125,0.93308,-1.04846,0.77077
" Back in the common room , Harry tells Hermione and Ronald Tom 's in the forest and that Severus wants Philosopher to help Tom restore Tom 's powers .",0.9,1," 386",0,0,0,0.3333333333,0.3333333333,0.3333333333,0,0,0.966,-1.059,0.892
" Afterwards , going into Harry finds that Harry 's Invisibility Cloak has been returned to Harry .",0,1," 387",0,0,0,0,0.5,0.5,0,0,0.93286,-1.15786,0.53857
" After finishing their exams , Harry realises the suspicious coincidence in Rubeus wanting a dragon more than anything else , only to meet a stranger who had one to give Rubeus . Harry , Ronald , and Hermione run to ask Rubeus about the man who gave Norberta to Rubeus , and Rubeus says Rubeus never saw his face because he kept his hood up .",-0.75,2," 388 389",0,0.0769230769,0.0769230769,0,0.3076923077,0.2307692308,0.0769230769,0.2307692308,0.879,-0.68125,0.5085
" Rubeus also mentions that they talked about Fluffy and Hogwarts .",0,1," 390",0,0,0,0,0,0,0,0,1.38,-1.84,0.96
" Rubeus also mentions that the stranger gave Rubeus drinks while getting information out of Rubeus .",-0.1,1," 391",0,0,0,0,0,0,0,1,1.05,-0.97,0.46667
" Rubeus lets it slip how to get past Fluffy , which sends Harry , Ronald and Hermione off .",-0.25,1," 392",0,0,0.3333333333,0,0.3333333333,0.3333333333,0,0,0.79167,-1.22167,0.45833
" Harry , Ronald and Hermione head for Albus 's office , only to see Minerva , who tells Harry , Ronald and Hermione Albus has left for London .",0,1," 393",0,0,0,0,0.5,0.5,0,0,0.41333,-1.12333,0.475
" After Harry reveals that Harry , Ronald and Hermione know about Philosopher , Minerva insists no one could steal Philosopher .",-0.35,1," 394",0,0,0,0.1666666667,0.3333333333,0.3333333333,0,0.1666666667,0.55857,-1.14929,0.94286
" The trio realise that Albus has been lured away and that Severus 's going after Philosopher that night so Harry , Ronald and Hermione decide to head out that night to try to get it themselves . After Hermione curses Neville in a Full Body-Bind Curse for refusing to allow Harry , Ronald and Hermione to leave , Harry , Ronald and Hermione head up to the third floor room , and start Harry , Ronald and Hermione 's intense trip into the seven Philosopher 's Stone Chambers .",-0.875,2," 395 396",0.0476190476,0.0476190476,0.1428571429,0.1428571429,0.2380952381,0.1904761905,0.0952380952,0.0952380952,0.56571,-0.97929,0.68679
" Harry , Ronald and Hermione find the door ajar , and a Harp on the floor . Harry plays the flute Rubeus got Harry for Christmas , and Fluffy goes back to sleep .",0,2," 397 398",0,0,0,0,0.5,0.5,0,0,1.24077,-1.29538,0.86
" Harry , Ronald and Hermione head down through the trapdoor . Harry , Ronald and Hermione land in Pomona 's room , full of Devil 's Snare , which almost smothers Harry , Ronald and Hermione before Hermione lights a fire and drives it off .",-0.625,2," 399 400",0,0.0909090909,0,0,0.2727272727,0.2727272727,0.0909090909,0.2727272727,0.12182,-0.69636,0.13227
" The next room , Filius 's , holds a bunch of flying keys and some broomsticks .",0.1,1," 401",0,0,0,0,0,0,0,1,0.79333,-1.15333,0.53167
" Harry finds a silver one with a broken wing that is different from the others and catches it , unlocking the next door with it .",-0.75,1," 402",0,0,0,0,0.4,0.4,0,0.2,1.029,-1.424,1.162
" The next room is Minerva 's , and has a large chessboard , for a game of Wizard 's Chess that Ronald helps them win , at the cost of having to sacrifice Ronald and getting knocked out .",1.7,1," 403",0,0.5,0.5,0,0,0,0,0,0.85357,-0.82286,0.55143
" Harry and Hermione continue to the next room , Quirinus 's , where Harry and Hermione find an unconscious troll laying on the floor . Lastly , Harry and Hermione enter Severus 's room , and find seven potions in bottles along with a roll of paper giving clues on which one to drink to continue , noting that three bottles have poison , two have nettle wine , one will send the drinker back , and the other will let the drinker move forward into the next room . Hermione tells Harry that it is a test of logic and not magic wherein most wizards fail . Hermione solves the puzzle , and at Harry 's instruction , drinks the one that will allow Hermione to head back through the purple flame , while Harry drinks the one to head into the black flame and into the final room , where Harry is surprised at who Harry sees .",0.075,4," 404 405 406 407",0,0.0869565217,0.0434782609,0.1304347826,0.3043478261,0.2608695652,0.0869565217,0.0869565217,0.58993,-1.0841,0.45888
" It is Quirinus who Harry sees in the room , not Severus . Harry , astonished , hears Quirinus tell Harry that , next to Severus , no one would expect Severus to try to steal Philosopher and that Severus was actually protecting Harry . Harry notices Mirror , and Quirinus stops to examine Mirror , saying Mirror is the key to getting Philosopher .",0.45,3," 408 409 410",0,0.0666666667,0.0666666667,0.2666666667,0.2666666667,0.2666666667,0,0.0666666667,0.8892,-1.0296,0.6766
" To distract him from Mirror , Harry questions Quirinus , who says Quirinus is serving Tom , and although Severus hated Harry because of James , Severus never wanted Harry dead .",-2.25,1," 411",0,0,0,0,0.5,0.5,0,0,-0.18111,-0.69,0.23333
" Quirinus explains how Severus and James went to school together when Severus and James were younger , and how it was there where Severus and James 's hatred against each other started . Quirinus asks for help from his master to get Philosopher , and a snake-like voice tells Quirinus to use the boy .",0.2,2," 412 413",0,0,0,0.2222222222,0.1111111111,0.1111111111,0.3333333333,0.2222222222,0.75471,-0.95529,0.59824
" Harry is told to look into Mirror .",0,1," 414",0,0,0,0,0.5,0.5,0,0,0.825,-1.1,0.455
" Harry sees Harry 's reflection pull Philosopher out of Harry 's pocket and put it back in , and Harry feels Philosopher drop into Harry 's own pocket .",0.4,1," 415",0,0,0,0.3333333333,0.3333333333,0.3333333333,0,0,0.68273,-1.02818,0.91182
" Harry tells Quirinus that Harry sees himself shaking hands with Albus , after winning the House Cup for Gryffindor . The snake-like voice tells Quirinus Harry is lying and Quirinus takes Quirinus 's turban off to show Harry what lies on the back of Quirinus 's head .",-0.375,2," 416 417",0.0625,0.0625,0.0625,0.125,0.1875,0.1875,0.1875,0.125,0.32,-0.93824,0.61706
" As Quirinus turns around , Harry is shocked to see another face where the back of Quirinus 's head should be .",-0.5,1," 418",0,0,0,0,0.5,0.5,0,0,0.62,-1.0225,0.67625
" The face has red eyes and a snake-like slit where the nose should be .",0,1," 419",0,0,0,0,0,0,0.6666666667,0.3333333333,0.74357,-1.07786,0.29143
" Harry realises this is the face of Tom and Tom demands Harry give Tom Philosopher . Harry refuses and runs , but Quirinus seizes Harry . However , the contact with Harry 's skin burns Quirinus and causes Quirinus to have boils all over the area in which Harry touched Quirinus .",-0.1833333333,3," 420 421 422",0,0,0,0.1428571429,0.4285714286,0.4285714286,0,0,0.5025,-0.7875,0.40719
" Harry grabs Quirinus 's face , then Quirinus 's arm , and holds on , with the blinding pain in Harry 's head building , until Harry feels the arm wrenched away before Harry blacks out .",-1.45,1," 423",0,0,0,0,0.25,0.5,0,0.25,0.20545,-0.53727,0.48091
" Harry awakes in the hospital wing with Albus there , telling Harry Quirinus did not succeed at getting Philosopher , and indeed Philosopher has been destroyed .",0.15,1," 424",0.0769230769,0.0769230769,0.0769230769,0.2307692308,0.1538461538,0.2307692308,0,0.1538461538,0.685,-0.63917,0.73583
" In spite of this , there are other ways in which Tom can return . Tom can not be killed , and Tom left Quirinus to die .",-0.875,2," 425 426",0,0,0,0,0.3333333333,0.3333333333,0,0.3333333333,-0.141,-0.9785,0.139
" Albus explains the reason why Quirinus could not touch Harry was because Lily had died to save Harry , protecting Harry with Lily 's love . Harry also told Albus about what Quirinus mentioned to Harry earlier regarding Severus hating Harry due to hatred for James . Albus responds that Severus was only grudgingly protecting Harry this year to pay off a debt Severus owed due to James saving Severus life during their Hogwarts years .",0.3,3," 427 428 429",0.15,0.05,0,0.2,0.25,0.25,0.05,0.05,0.52661,-0.80946,0.33857
" Harry then receives a visit from Ronald and Hermione , who reveal that Slytherin came in first for the House Cup and , with Harry unable to play in the championship Quidditch match , Ravenclaw easily won the match , before Poppy forces Ronald and Hermione out .",0.4,1," 430",0,0,0,0,0.3333333333,0.6666666667,0,0,1.19036,-0.84429,0.90643
" Rubeus shows up later and gives Harry a book of photos of James and Lily and family .",0,1," 431",0,0,0,0,0.5,0.5,0,0,1.92833,-1.10167,0.89667
" The following day , at the end of term feast , Albus awards some last-minute points for the recent events . Albus gives Ronald and Hermione fifty points each , and Harry sixty , which places Ronald and Hermione in a tie with Slytherin for first place . Albus then recognises that while it is hard to stand up to enemies , it is even harder to stand up to friends as Neville did , and Albus awards Neville  more points , which was the most house points Neville had ever gotten .",0.0833333333,3," 432 433 434",0,0,0,0,0.5,0.5,0,0,0.81273,-0.98727,0.66212
" This puts Gryffindor in the lead and the winners of the House Cup , too much rejoicing from everyone but the Slytherins .",1.8,1," 435",0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,1.37667,-0.6275,1.2425
" Not only were Gryffindor students happy , but Hufflepuff and Ravenclaw were happy to see Slytherins downfall .",0,1," 436",0.2,0.2,0,0.2,0,0.2,0,0.2,1.45429,-0.48429,0.97857
" Soon , their trunks are all packed , and they take Hogwarts back towards the muggle world. ",0,1," 437",0,0,0,0,0,0,0,0,0.448,-1.28,0.226
" Harry , Ronald and Hermione all say their goodbyes before heading home .",0,1," 438",0,0,0,0,0.5,0.5,0,0,1.41667,-0.78,1.40333
