Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Unfortunately , the full moon rises , causing Remus , who had not taken his Wolfsbane Potion , to turn into a werewolf .","['moon', 'werewolf']","['moon:rises', 'werewolf:turn']","['Remus', 'Potion']","['Remus:causing', 'Potion:taken']",-0.34,"[(('rises', 'VBZ'), 'advmod', ('Unfortunately', 'RB')), (('rises', 'VBZ'), 'nsubj', ('moon', 'NN')), (('moon', 'NN'), 'det', ('the', 'DT')), (('moon', 'NN'), 'amod', ('full', 'JJ')), (('rises', 'VBZ'), 'xcomp', ('causing', 'VBG')), (('causing', 'VBG'), 'dobj', ('Remus', 'NNP')), (('Remus', 'NNP'), 'acl:relcl', ('taken', 'VBN')), (('taken', 'VBN'), 'nsubj', ('who', 'WP')), (('taken', 'VBN'), 'aux', ('had', 'VBD')), (('taken', 'VBN'), 'neg', ('not', 'RB')), (('taken', 'VBN'), 'dobj', ('Potion', 'NNP')), (('Potion', 'NNP'), 'nmod:poss', ('his', 'PRP$')), (('Potion', 'NNP'), 'compound', ('Wolfsbane', 'NNP')), (('taken', 'VBN'), 'advcl', ('turn', 'VB')), (('turn', 'VB'), 'mark', ('to', 'TO')), (('turn', 'VB'), 'nmod', ('werewolf', 'NN')), (('werewolf', 'NN'), 'case', ('into', 'IN')), (('werewolf', 'NN'), 'det', ('a', 'DT'))]"
"This allows Peter to knock Ronald out , turn into a rat , and escape .",['rat'],['rat:turn'],"['Peter', 'Ronald']","['Peter:allows', 'Ronald:knock']",0.1779,"[(('allows', 'VBZ'), 'nsubj', ('This', 'DT')), (('allows', 'VBZ'), 'dobj', ('Peter', 'NNP')), (('allows', 'VBZ'), 'xcomp', ('knock', 'VB')), (('knock', 'VB'), 'mark', ('to', 'TO')), (('knock', 'VB'), 'dobj', ('Ronald', 'NNP')), (('knock', 'VB'), 'compound:prt', ('out', 'RP')), (('knock', 'VB'), 'conj', ('turn', 'VB')), (('turn', 'VB'), 'nmod', ('rat', 'NN')), (('rat', 'NN'), 'case', ('into', 'IN')), (('rat', 'NN'), 'det', ('a', 'DT')), (('knock', 'VB'), 'cc', ('and', 'CC')), (('knock', 'VB'), 'conj', ('escape', 'VB'))]"
Harry and Hermione run after Remus and Sirius -LRB- who has transformed into a dog -RRB- .,"['Harry', 'Hermione', 'dog']","['Harry:run', 'Hermione:run', 'dog:transformed']",[],[],0.0,"[(('run', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('run', 'VBP'), 'nmod', ('Remus', 'NNPS')), (('Remus', 'NNPS'), 'case', ('after', 'IN')), (('Remus', 'NNPS'), 'cc', ('and', 'CC')), (('Remus', 'NNPS'), 'conj', ('Sirius', 'NNPS')), (('Remus', 'NNPS'), 'dep', ('transformed', 'VBN')), (('transformed', 'VBN'), 'nsubj', ('who', 'WP')), (('transformed', 'VBN'), 'aux', ('has', 'VBZ')), (('transformed', 'VBN'), 'nmod', ('dog', 'NN')), (('dog', 'NN'), 'case', ('into', 'IN')), (('dog', 'NN'), 'det', ('a', 'DT'))]"
"After seriously injuring Sirius , Remus flees to the Forbidden Forest .","['Remus', 'Forest']","['Remus:flees', 'Forest:flees']",['Sirius'],['Sirius:injuring'],-0.6369,"[(('flees', 'VBZ'), 'advcl', ('injuring', 'VBG')), (('injuring', 'VBG'), 'mark', ('After', 'IN')), (('injuring', 'VBG'), 'advmod', ('seriously', 'RB')), (('injuring', 'VBG'), 'dobj', ('Sirius', 'NNS')), (('flees', 'VBZ'), 'nsubj', ('Remus', 'NNP')), (('flees', 'VBZ'), 'nmod', ('Forest', 'NNP')), (('Forest', 'NNP'), 'case', ('to', 'TO')), (('Forest', 'NNP'), 'det', ('the', 'DT')), (('Forest', 'NNP'), 'compound', ('Forbidden', 'NNP'))]"
A hundred Dementors arrive and suck the happiness from Harry and Hermione and Sirius and attempt to perform a Kiss on them .,"['Dementors', 'Harry', 'Hermione', 'them']","['Dementors:arrive', 'Harry:happiness', 'Hermione:happiness', 'them:perform']","['happiness', 'Sirius', 'Kiss']","['happiness:arrive', 'Sirius:arrive', 'Kiss:perform']",0.5423,"[(('arrive', 'VBP'), 'nsubj', ('Dementors', 'NNS')), (('Dementors', 'NNS'), 'det', ('A', 'DT')), (('Dementors', 'NNS'), 'nummod', ('hundred', 'CD')), (('arrive', 'VBP'), 'cc', ('and', 'CC')), (('arrive', 'VBP'), 'conj', ('suck', 'VBP')), (('arrive', 'VBP'), 'dobj', ('happiness', 'NN')), (('happiness', 'NN'), 'det', ('the', 'DT')), (('happiness', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('from', 'IN')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('happiness', 'NN'), 'cc', ('and', 'CC')), (('happiness', 'NN'), 'conj', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'cc', ('and', 'CC')), (('Sirius', 'NNP'), 'conj', ('attempt', 'NN')), (('arrive', 'VBP'), 'advcl', ('perform', 'VB')), (('perform', 'VB'), 'mark', ('to', 'TO')), (('perform', 'VB'), 'dobj', ('Kiss', 'NN')), (('Kiss', 'NN'), 'det', ('a', 'DT')), (('perform', 'VB'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('on', 'IN'))]"
"Before they all faint , Harry sees a familiar figure across the lake conjure a powerful stag-shaped Patronus that drives all the Dementors away .","['Harry', 'figure', 'lake']","['Harry:sees', 'figure:conjure', 'lake:figure']","['Patronus', 'Dementors']","['Patronus:conjure', 'Dementors:drives']",0.4215,"[(('sees', 'VBZ'), 'advcl', ('faint', 'JJ')), (('faint', 'JJ'), 'mark', ('Before', 'IN')), (('faint', 'JJ'), 'dep', ('they', 'PRP')), (('faint', 'JJ'), 'advmod', ('all', 'RB')), (('sees', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('sees', 'VBZ'), 'ccomp', ('conjure', 'VBP')), (('conjure', 'VBP'), 'nsubj', ('figure', 'NN')), (('figure', 'NN'), 'det', ('a', 'DT')), (('figure', 'NN'), 'amod', ('familiar', 'JJ')), (('figure', 'NN'), 'nmod', ('lake', 'NN')), (('lake', 'NN'), 'case', ('across', 'IN')), (('lake', 'NN'), 'det', ('the', 'DT')), (('conjure', 'VBP'), 'dobj', ('Patronus', 'NNS')), (('Patronus', 'NNS'), 'det', ('a', 'DT')), (('Patronus', 'NNS'), 'amod', ('powerful', 'JJ')), (('Patronus', 'NNS'), 'amod', ('stag-shaped', 'JJ')), (('Patronus', 'NNS'), 'acl:relcl', ('drives', 'VBZ')), (('drives', 'VBZ'), 'nsubj', ('that', 'WDT')), (('drives', 'VBZ'), 'dobj', ('Dementors', 'NNS')), (('Dementors', 'NNS'), 'det:predet', ('all', 'PDT')), (('Dementors', 'NNS'), 'det', ('the', 'DT')), (('drives', 'VBZ'), 'advmod', ('away', 'RB'))]"
"Harry , Ronald and Hermione are taken to the Hospital Wing , and Sirius is taken to West Tower , where Ronald is sentenced to a Dementor 's Kiss .","['Wing', 'Tower', 'Kiss']","['Wing:taken', 'Tower:taken', 'Kiss:sentenced']","['Harry', 'Ronald', 'Hermione', 'Sirius', 'Ronald']","['Harry:taken', 'Ronald:taken', 'Hermione:taken', 'Sirius:taken', 'Ronald:sentenced']",0.4019,"[(('taken', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('taken', 'VBN'), 'auxpass', ('are', 'VBP')), (('taken', 'VBN'), 'nmod', ('Wing', 'NNP')), (('Wing', 'NNP'), 'case', ('to', 'TO')), (('Wing', 'NNP'), 'det', ('the', 'DT')), (('Wing', 'NNP'), 'compound', ('Hospital', 'NNP')), (('taken', 'VBN'), 'cc', ('and', 'CC')), (('taken', 'VBN'), 'conj', ('taken', 'VBN')), (('taken', 'VBN'), 'nsubjpass', ('Sirius', 'NNP')), (('taken', 'VBN'), 'auxpass', ('is', 'VBZ')), (('taken', 'VBN'), 'nmod', ('Tower', 'NNP')), (('Tower', 'NNP'), 'case', ('to', 'TO')), (('Tower', 'NNP'), 'compound', ('West', 'NNP')), (('Tower', 'NNP'), 'acl:relcl', ('sentenced', 'VBN')), (('sentenced', 'VBN'), 'advmod', ('where', 'WRB')), (('sentenced', 'VBN'), 'nsubjpass', ('Ronald', 'NNP')), (('sentenced', 'VBN'), 'auxpass', ('is', 'VBZ')), (('sentenced', 'VBN'), 'nmod', ('Kiss', 'NN')), (('Kiss', 'NN'), 'case', ('to', 'TO')), (('Kiss', 'NN'), 'nmod:poss', ('Dementor', 'NNP')), (('Dementor', 'NNP'), 'det', ('a', 'DT')), (('Dementor', 'NNP'), 'case', (""'s"", 'POS'))]"
"When Albus arrives , Harry and Hermione try to tell him what actually happened , but Albus tells Harry , Ronald and Hermione that Albus can not save Sirius , as the evidence against Albus is too great .","['Albus', 'Harry', 'Hermione', 'Ronald', 'Hermione', 'Albus', 'Albus', 'evidence', 'Albus']","['Albus:arrives', 'Harry:try', 'Hermione:try', 'Ronald:try', 'Hermione:try', 'Albus:tells', 'Albus:save', 'evidence:great', 'Albus:evidence']","['him', 'Harry', 'Hermione', 'Ronald', 'Hermione', 'Sirius']","['him:tell', 'Harry:tells', 'Hermione:tells', 'Ronald:tells', 'Hermione:tells', 'Sirius:save']",0.4953,"[(('try', 'VBP'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'advmod', ('When', 'WRB')), (('arrives', 'VBZ'), 'nsubj', ('Albus', 'NNP')), (('try', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('try', 'VBP'), 'xcomp', ('tell', 'VB')), (('tell', 'VB'), 'mark', ('to', 'TO')), (('tell', 'VB'), 'dobj', ('him', 'PRP')), (('him', 'PRP'), 'acl:relcl', ('happened', 'VBD')), (('happened', 'VBD'), 'nsubj', ('what', 'WP')), (('happened', 'VBD'), 'advmod', ('actually', 'RB')), (('try', 'VBP'), 'cc', ('but', 'CC')), (('try', 'VBP'), 'conj', ('tells', 'VBZ')), (('tells', 'VBZ'), 'nsubj', ('Albus', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('save', 'VB')), (('save', 'VB'), 'mark', ('that', 'IN')), (('save', 'VB'), 'nsubj', ('Albus', 'NNP')), (('save', 'VB'), 'aux', ('can', 'MD')), (('save', 'VB'), 'neg', ('not', 'RB')), (('save', 'VB'), 'dobj', ('Sirius', 'NNS')), (('tells', 'VBZ'), 'advcl', ('great', 'JJ')), (('great', 'JJ'), 'mark', ('as', 'IN')), (('great', 'JJ'), 'nsubj', ('evidence', 'NN')), (('evidence', 'NN'), 'det', ('the', 'DT')), (('evidence', 'NN'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('against', 'IN')), (('great', 'JJ'), 'cop', ('is', 'VBZ')), (('great', 'JJ'), 'advmod', ('too', 'RB'))]"
"Severus had lied about what happened earlier to Cornelius , and the Minister will not take the words of under-age students seriously .","['Severus', 'Cornelius', 'Minister', 'students']","['Severus:lied', 'Cornelius:earlier', 'Minister:take', 'students:words']",['words'],['words:take'],-0.5106,"[(('lied', 'VBN'), 'nsubj', ('Severus', 'NNS')), (('lied', 'VBN'), 'aux', ('had', 'VBD')), (('lied', 'VBN'), 'advcl', ('happened', 'VBD')), (('happened', 'VBD'), 'mark', ('about', 'IN')), (('happened', 'VBD'), 'nsubj', ('what', 'WP')), (('happened', 'VBD'), 'advmod', ('earlier', 'RBR')), (('earlier', 'RBR'), 'nmod', ('Cornelius', 'NNP')), (('Cornelius', 'NNP'), 'case', ('to', 'TO')), (('lied', 'VBN'), 'cc', ('and', 'CC')), (('lied', 'VBN'), 'conj', ('take', 'VB')), (('take', 'VB'), 'nsubj', ('Minister', 'NNP')), (('Minister', 'NNP'), 'det', ('the', 'DT')), (('take', 'VB'), 'aux', ('will', 'MD')), (('take', 'VB'), 'neg', ('not', 'RB')), (('take', 'VB'), 'dobj', ('words', 'NNS')), (('words', 'NNS'), 'det', ('the', 'DT')), (('words', 'NNS'), 'nmod', ('students', 'NNS')), (('students', 'NNS'), 'case', ('of', 'IN')), (('students', 'NNS'), 'amod', ('under-age', 'JJ')), (('take', 'VB'), 'advmod', ('seriously', 'RB'))]"
Albus gives the group cryptic instructions and bids them good luck .,['Albus'],['Albus:gives'],"['instructions', 'luck']","['instructions:gives', 'luck:bids']",0.7096,"[(('gives', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('gives', 'VBZ'), 'iobj', ('group', 'NN')), (('group', 'NN'), 'det', ('the', 'DT')), (('gives', 'VBZ'), 'dobj', ('instructions', 'NNS')), (('instructions', 'NNS'), 'amod', ('cryptic', 'JJ')), (('gives', 'VBZ'), 'cc', ('and', 'CC')), (('gives', 'VBZ'), 'conj', ('bids', 'VBZ')), (('bids', 'VBZ'), 'dobj', ('luck', 'NN')), (('luck', 'NN'), 'dep', ('them', 'PRP')), (('luck', 'NN'), 'amod', ('good', 'JJ'))]"
"Hermione then reveals Hermione has a Time-Turner , a device that will take them back through time .","['Hermione', 'Hermione', 'time']","['Hermione:reveals', 'Hermione:has', 'time:take']","['Time-Turner', 'them']","['Time-Turner:has', 'them:take']",0.0,"[(('reveals', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('reveals', 'VBZ'), 'advmod', ('then', 'RB')), (('reveals', 'VBZ'), 'ccomp', ('has', 'VBZ')), (('has', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('has', 'VBZ'), 'dobj', ('Time-Turner', 'NNP')), (('Time-Turner', 'NNP'), 'det', ('a', 'DT')), (('Time-Turner', 'NNP'), 'appos', ('device', 'NN')), (('device', 'NN'), 'det', ('a', 'DT')), (('device', 'NN'), 'acl:relcl', ('take', 'VB')), (('take', 'VB'), 'nsubj', ('that', 'WDT')), (('take', 'VB'), 'aux', ('will', 'MD')), (('take', 'VB'), 'dobj', ('them', 'PRP')), (('take', 'VB'), 'compound:prt', ('back', 'RP')), (('take', 'VB'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('through', 'IN'))]"
"Minerva gave the device to Minerva 's during the Sorting on their first day back ; this explains why throughout the year , there had been occasions of Hermione taking multiple classes at the same time and apparently disappearing into thin air .","['Minerva', 'Minerva', 'Sorting', 'back', 'year', 'Hermione', 'time', 'air']","['Minerva:gave', 'Minerva:gave', 'Sorting:gave', 'back:Sorting', 'year:occasions', 'Hermione:occasions', 'time:taking', 'air:disappearing']","['device', 'classes']","['device:gave', 'classes:taking']",0.0,"[(('gave', 'VBD'), 'nsubj', ('Minerva', 'NNP')), (('gave', 'VBD'), 'dobj', ('device', 'NN')), (('device', 'NN'), 'det', ('the', 'DT')), (('gave', 'VBD'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('to', 'TO')), (('Minerva', 'NNP'), 'case', (""'s"", 'POS')), (('gave', 'VBD'), 'nmod', ('Sorting', 'NN')), (('Sorting', 'NN'), 'case', ('during', 'IN')), (('Sorting', 'NN'), 'det', ('the', 'DT')), (('Sorting', 'NN'), 'nmod', ('back', 'NN')), (('back', 'NN'), 'case', ('on', 'IN')), (('back', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('back', 'NN'), 'amod', ('first', 'JJ')), (('back', 'NN'), 'compound', ('day', 'NN')), (('gave', 'VBD'), 'parataxis', ('explains', 'VBZ')), (('explains', 'VBZ'), 'nsubj', ('this', 'DT')), (('explains', 'VBZ'), 'advcl', ('occasions', 'NNS')), (('occasions', 'NNS'), 'advmod', ('why', 'WRB')), (('occasions', 'NNS'), 'nmod', ('year', 'NN')), (('year', 'NN'), 'case', ('throughout', 'IN')), (('year', 'NN'), 'det', ('the', 'DT')), (('occasions', 'NNS'), 'expl', ('there', 'EX')), (('occasions', 'NNS'), 'aux', ('had', 'VBD')), (('occasions', 'NNS'), 'cop', ('been', 'VBN')), (('occasions', 'NNS'), 'nmod', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', ('of', 'IN')), (('Hermione', 'NNP'), 'dep', ('taking', 'VBG')), (('taking', 'VBG'), 'dobj', ('classes', 'NNS')), (('classes', 'NNS'), 'amod', ('multiple', 'JJ')), (('taking', 'VBG'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('at', 'IN')), (('time', 'NN'), 'det', ('the', 'DT')), (('time', 'NN'), 'amod', ('same', 'JJ')), (('taking', 'VBG'), 'cc', ('and', 'CC')), (('taking', 'VBG'), 'conj', ('disappearing', 'VBG')), (('disappearing', 'VBG'), 'advmod', ('apparently', 'RB')), (('disappearing', 'VBG'), 'nmod', ('air', 'NN')), (('air', 'NN'), 'case', ('into', 'IN')), (('air', 'NN'), 'amod', ('thin', 'JJ'))]"
"Harry and Hermione travel three hours into the past , watching themselves move through previous events .","['Harry', 'Hermione', 'past', 'themselves', 'events']","['Harry:travel', 'Hermione:travel', 'past:travel', 'themselves:move', 'events:move']",['hours'],['hours:travel'],0.0,"[(('travel', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('travel', 'VBP'), 'dobj', ('hours', 'NNS')), (('hours', 'NNS'), 'nummod', ('three', 'CD')), (('travel', 'VBP'), 'nmod', ('past', 'NN')), (('past', 'NN'), 'case', ('into', 'IN')), (('past', 'NN'), 'det', ('the', 'DT')), (('travel', 'VBP'), 'advcl', ('watching', 'VBG')), (('watching', 'VBG'), 'ccomp', ('move', 'VB')), (('move', 'VB'), 'nsubj', ('themselves', 'PRP')), (('move', 'VB'), 'nmod', ('events', 'NNS')), (('events', 'NNS'), 'case', ('through', 'IN')), (('events', 'NNS'), 'amod', ('previous', 'JJ'))]"
"They realise that Albus wanted them to travel three hours back to not only save Buckbeak from being wrongfully executed , but also to use Buckbeak to free Sirius from West Tower .","['They', 'Albus', 'Sirius', 'Tower']","['They:realise', 'Albus:wanted', 'Sirius:Buckbeak', 'Tower:use']","['them', 'Buckbeak', 'Buckbeak']","['them:wanted', 'Buckbeak:save', 'Buckbeak:use']",0.5627,"[(('realise', 'VBP'), 'nsubj', ('They', 'PRP')), (('realise', 'VBP'), 'ccomp', ('wanted', 'VBD')), (('wanted', 'VBD'), 'mark', ('that', 'IN')), (('wanted', 'VBD'), 'nsubj', ('Albus', 'NNP')), (('wanted', 'VBD'), 'dobj', ('them', 'PRP')), (('wanted', 'VBD'), 'xcomp', ('travel', 'VB')), (('travel', 'VB'), 'mark', ('to', 'TO')), (('travel', 'VB'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod:npmod', ('hours', 'NNS')), (('hours', 'NNS'), 'nummod', ('three', 'CD')), (('travel', 'VB'), 'ccomp', ('save', 'VB')), (('save', 'VB'), 'mark', ('to', 'TO')), (('save', 'VB'), 'advmod', ('only', 'RB')), (('only', 'RB'), 'dep', ('not', 'RB')), (('save', 'VB'), 'dobj', ('Buckbeak', 'NNP')), (('save', 'VB'), 'advcl', ('executed', 'VBN')), (('executed', 'VBN'), 'mark', ('from', 'IN')), (('executed', 'VBN'), 'auxpass', ('being', 'VBG')), (('executed', 'VBN'), 'advmod', ('wrongfully', 'RB')), (('save', 'VB'), 'cc', ('but', 'CC')), (('save', 'VB'), 'conj', ('use', 'VB')), (('use', 'VB'), 'advmod', ('also', 'RB')), (('use', 'VB'), 'mark', ('to', 'TO')), (('use', 'VB'), 'dobj', ('Buckbeak', 'NNP')), (('Buckbeak', 'NNP'), 'nmod', ('Sirius', 'NNS')), (('Sirius', 'NNS'), 'case', ('to', 'TO')), (('Sirius', 'NNS'), 'amod', ('free', 'JJ')), (('use', 'VB'), 'nmod', ('Tower', 'NNP')), (('Tower', 'NNP'), 'case', ('from', 'IN')), (('Tower', 'NNP'), 'compound', ('West', 'NNP'))]"
"After narrowly rescuing Buckbeak at the right moment before Macnair can execute him -LRB- so Albus and Rubeus would not be accused of setting Buckbeak free -RRB- , Harry and Hermione hide near the Whomping Willow in the Forbidden Forest to wait for the `` other Harry and Hermione '' and everyone else to return from the Shrieking Shack .","['moment', 'Macnair', 'Buckbeak', 'Harry', 'Hermione', 'Hermione', 'everyone', 'Willow', 'Forest', 'Harry', 'Hermione', 'Hermione', 'everyone', 'Shack']","['moment:Buckbeak', 'Macnair:execute', 'Buckbeak:free', 'Harry:hide', 'Hermione:hide', 'Hermione:hide', 'everyone:hide', 'Willow:hide', 'Forest:Willow', 'Harry:wait', 'Hermione:wait', 'Hermione:wait', 'everyone:wait', 'Shack:return']","['Buckbeak', 'him']","['Buckbeak:rescuing', 'him:execute']",0.1749,"[(('hide', 'VB'), 'advcl', ('rescuing', 'VBG')), (('rescuing', 'VBG'), 'mark', ('After', 'IN')), (('rescuing', 'VBG'), 'advmod', ('narrowly', 'RB')), (('rescuing', 'VBG'), 'dobj', ('Buckbeak', 'NNP')), (('Buckbeak', 'NNP'), 'nmod', ('moment', 'NN')), (('moment', 'NN'), 'case', ('at', 'IN')), (('moment', 'NN'), 'det', ('the', 'DT')), (('moment', 'NN'), 'amod', ('right', 'JJ')), (('rescuing', 'VBG'), 'advcl', ('execute', 'VB')), (('execute', 'VB'), 'mark', ('before', 'IN')), (('execute', 'VB'), 'nsubj', ('Macnair', 'NNP')), (('execute', 'VB'), 'aux', ('can', 'MD')), (('execute', 'VB'), 'dobj', ('him', 'PRP')), (('rescuing', 'VBG'), 'advcl', ('accused', 'VBN')), (('accused', 'VBN'), 'mark', ('so', 'IN')), (('accused', 'VBN'), 'nsubjpass', ('Albus', 'NNPS')), (('Albus', 'NNPS'), 'cc', ('and', 'CC')), (('Albus', 'NNPS'), 'conj', ('Rubeus', 'NNPS')), (('accused', 'VBN'), 'aux', ('would', 'MD')), (('accused', 'VBN'), 'neg', ('not', 'RB')), (('accused', 'VBN'), 'auxpass', ('be', 'VB')), (('accused', 'VBN'), 'advcl', ('setting', 'VBG')), (('setting', 'VBG'), 'mark', ('of', 'IN')), (('setting', 'VBG'), 'xcomp', ('free', 'JJ')), (('free', 'JJ'), 'nsubj', ('Buckbeak', 'NNP')), (('hide', 'VB'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Hermione', 'NNP')), (('hide', 'VB'), 'nmod', ('Willow', 'NNP')), (('Willow', 'NNP'), 'case', ('near', 'IN')), (('Willow', 'NNP'), 'det', ('the', 'DT')), (('Willow', 'NNP'), 'compound', ('Whomping', 'NNP')), (('Willow', 'NNP'), 'nmod', ('Forest', 'NNP')), (('Forest', 'NNP'), 'case', ('in', 'IN')), (('Forest', 'NNP'), 'det', ('the', 'DT')), (('Forest', 'NNP'), 'compound', ('Forbidden', 'NNP')), (('hide', 'VB'), 'xcomp', ('wait', 'VB')), (('wait', 'VB'), 'mark', ('to', 'TO')), (('wait', 'VB'), 'nmod', ('Harry', 'NN')), (('Harry', 'NN'), 'case', ('for', 'IN')), (('Harry', 'NN'), 'det', ('the', 'DT')), (('Harry', 'NN'), 'amod', ('other', 'JJ')), (('Harry', 'NN'), 'cc', ('and', 'CC')), (('Harry', 'NN'), 'conj', ('Hermione', 'NN')), (('Harry', 'NN'), 'cc', ('and', 'CC')), (('Harry', 'NN'), 'conj', ('everyone', 'NN')), (('everyone', 'NN'), 'advmod', ('else', 'RB')), (('wait', 'VB'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'nmod', ('Shack', 'NNP')), (('Shack', 'NNP'), 'case', ('from', 'IN')), (('Shack', 'NNP'), 'det', ('the', 'DT')), (('Shack', 'NNP'), 'compound', ('Shrieking', 'NNP'))]"
"During this time , Harry tells Hermione about the man he saw across the lake and how he thinks it was his father who conjured the Patronus .","['time', 'Harry', 'man', 'he', 'lake', 'he', 'it']","['time:tells', 'Harry:tells', 'man:Hermione', 'he:saw', 'lake:saw', 'he:thinks', 'it:father']",['Hermione'],['Hermione:tells'],0.0,"[(('tells', 'VBZ'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('During', 'IN')), (('time', 'NN'), 'det', ('this', 'DT')), (('tells', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'nmod', ('man', 'NN')), (('man', 'NN'), 'case', ('about', 'IN')), (('man', 'NN'), 'det', ('the', 'DT')), (('tells', 'VBZ'), 'dep', ('saw', 'VBD')), (('saw', 'VBD'), 'nsubj', ('he', 'PRP')), (('saw', 'VBD'), 'nmod', ('lake', 'NN')), (('lake', 'NN'), 'case', ('across', 'IN')), (('lake', 'NN'), 'det', ('the', 'DT')), (('saw', 'VBD'), 'cc', ('and', 'CC')), (('saw', 'VBD'), 'conj', ('thinks', 'VBZ')), (('thinks', 'VBZ'), 'advmod', ('how', 'WRB')), (('thinks', 'VBZ'), 'nsubj', ('he', 'PRP')), (('thinks', 'VBZ'), 'ccomp', ('father', 'NN')), (('father', 'NN'), 'nsubj', ('it', 'PRP')), (('father', 'NN'), 'cop', ('was', 'VBD')), (('father', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('father', 'NN'), 'acl:relcl', ('conjured', 'VBD')), (('conjured', 'VBD'), 'nsubj', ('who', 'WP')), (('conjured', 'VBD'), 'dobj', ('Patronus', 'NNPS')), (('Patronus', 'NNPS'), 'det', ('the', 'DT'))]"
"After two hours , following Harry decides they need to head back to Rubeus 's empty cabin so Remus does n't attack them .","['hours', 'Harry', 'they', 'cabin', 'Remus']","['hours:decides', 'Harry:decides', 'they:need', 'cabin:head', 'Remus:attack']",['them'],['them:attack'],0.1911,"[(('decides', 'VBZ'), 'nmod', ('hours', 'NNS')), (('hours', 'NNS'), 'case', ('After', 'IN')), (('hours', 'NNS'), 'nummod', ('two', 'CD')), (('decides', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'amod', ('following', 'JJ')), (('decides', 'VBZ'), 'ccomp', ('need', 'VBP')), (('need', 'VBP'), 'nsubj', ('they', 'PRP')), (('need', 'VBP'), 'xcomp', ('head', 'VB')), (('head', 'VB'), 'mark', ('to', 'TO')), (('head', 'VB'), 'compound:prt', ('back', 'RP')), (('head', 'VB'), 'nmod', ('cabin', 'NN')), (('cabin', 'NN'), 'case', ('to', 'TO')), (('cabin', 'NN'), 'nmod:poss', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS')), (('cabin', 'NN'), 'amod', ('empty', 'JJ')), (('head', 'VB'), 'advcl', ('attack', 'VB')), (('attack', 'VB'), 'mark', ('so', 'IN')), (('attack', 'VB'), 'nsubj', ('Remus', 'NNP')), (('attack', 'VB'), 'aux', ('does', 'VBZ')), (('attack', 'VB'), 'neg', (""n't"", 'RB')), (('attack', 'VB'), 'dobj', ('them', 'PRP'))]"
